Index,Tag,Eclipse-Series,Spine #,Title,Director,Country,Year,豆瓣电影,豆瓣年份,豆瓣打分,备注
317,bs-#1177, , ,"Red, White and Blue",Steve McQueen,United Kingdom,2020,"[红白蓝 Red, White and Blue](https://movie.douban.com/subject/35207749/)",2020,7.0, 
318,bs-#1177, , ,Alex Wheatle,Steve McQueen,United Kingdom,2020,[亚历克斯·惠特尔 Alex Wheatle](https://movie.douban.com/subject/35207746/),2020,6.5, 
319,bs-#1177, , ,Education,Steve McQueen,United Kingdom,2020,[教育 Education](https://movie.douban.com/subject/35207747/),2020,7.4, 
320,bs-#1186, ,1186,[The Ranown Westerns: Five Films Directed by Budd Boetticher](https://www.criterion.com/boxsets/6702-the-ranown-westerns-five-films-directed-by-budd-boetticher), , , ,**“拉诺恩式”西部片：巴德·伯蒂彻执导的五部电影**, , , 
321,bs-#1186, , ,The Tall T,Budd Boetticher,United States,1957,[西部警长 The Tall T](https://movie.douban.com/subject/3145443/),1957,6.9, 
322,bs-#1186, , ,Decision at Sundown,Budd Boetticher,United States,1957,[日落镇的决断 Decision at Sundown](https://movie.douban.com/subject/3240335/),1957,6.7, 
323,bs-#1186, , ,Buchanan Rides Alone,Budd Boetticher,United States,1958,[单骑血战 Buchanan Rides Alone](https://movie.douban.com/subject/1297901/),1958, , 
324,bs-#1186, , ,Ride Lonesome,Budd Boetticher,United States,1959,[单格屠龙 Ride Lonesome](https://movie.douban.com/subject/1302046/),1959,6.5, 
325,bs-#1186, , ,Comanche Station,Budd Boetticher,United States,1960,[蛮山野侠 Comanche Station](https://movie.douban.com/subject/2363796/),1960,6.7, 
326,bs-#1189, ,1189,[Bo Widerberg’s New Swedish Cinema](https://www.criterion.com/boxsets/6737-bo-widerbergs-new-swedish-cinema), , , ,**波·维德伯格的新瑞典电影**, , , 
327,bs-#1189, , ,The Baby Carriage,Bo Widerberg,Sweden,1963,[婴儿车 Barnvagnen](https://movie.douban.com/subject/2040961/),1963,7.6,#1189 波·维德伯格的新瑞典电影 之一
328,bs-#1189, , ,Raven’s End,Bo Widerberg,Sweden,1963,[乌鸦住宅区 Kvarteret Korpen](https://movie.douban.com/subject/2979523/),1963,7.7,#1189 波·维德伯格的新瑞典电影 之二
329,bs-#1189, , ,Elvira Madigan,Bo Widerberg,Sweden,1967,[今生今世 Elvira Madigan](https://movie.douban.com/subject/1292502/),1967,7.5,#1189 波·维德伯格的新瑞典电影 之三
330,bs-#1189, , ,Ådalen 31,Bo Widerberg,Sweden,1969,[阿达伦31 Ådalen 31](https://movie.douban.com/subject/2039326/),1969,7.6,#1189 波·维德伯格的新瑞典电影 之四
331,bs-#1194, ,1194,[Freaks / The Unknown / The Mystic: Tod Browning’s Sideshow Shockers](https://www.criterion.com/boxsets/6911-freaks-the-unknown-the-mystic-tod-brownings-sideshow-shockers), , , ,**畸形人、未知者、不可思议：托德·布朗宁的杂耍式恐怖电影**, , , 
332,bs-#1194, , ,Freaks,Tod Browning,United States,1932,[畸形人 Freaks](https://movie.douban.com/subject/1295942/),1932,7.9, 
333,bs-#1194, , ,The Unknown,Tod Browning,United States,1927,[未知者 The Unknown](https://movie.douban.com/subject/1484012/),1927,8.2, 
334,bs-#1194, , ,The Mystic,Tod Browning,United States,1925,[不可思议 The Mystic](https://movie.douban.com/subject/5293605/),1925, , 
335,bs-#1197, ,1197,[Jackie Chan: Emergence of a Superstar](https://www.criterion.com/boxsets/6970-jackie-chan-emergence-of-a-superstar), , , ,**成龙：巨星的诞生**, , , 
336,bs-#1197, , ,Half a Loaf of Kung Fu,Chan Chi-hwa,Hong Kong,1978,[一招半式闯江湖 點只功夫咁簡單](https://movie.douban.com/subject/1292967/),1980,6.4, 
337,bs-#1197, , ,Spiritual Kung Fu,Lo Wei,Hong Kong,1978,[拳精](https://movie.douban.com/subject/1308308/),1978,6.7, 
338,bs-#1197, , ,The Fearless Hyena,Jackie Chan,Hong Kong,1979,[笑拳怪招](https://movie.douban.com/subject/1295273/),1979,7.0, 
339,bs-#1197, , ,Fearless Hyena II,Chan Chuen,Hong Kong,1983,[龙腾虎跃 龍騰虎躍](https://movie.douban.com/subject/1481649/),1983,6.4, 
340,bs-#1197, , ,The Young Master,Jackie Chan,Hong Kong,1980,[师弟出马 師弟出馬](https://movie.douban.com/subject/1294131/),1980,7.2, 
341,bs-#1197, , ,My Lucky Stars,Sammo Hung,Hong Kong,1985,[福星高照](https://movie.douban.com/subject/1293732/),1985,7.5, 
342,bs-#1200, ,1200,[The Red Balloon and Other Stories: Five Films by Albert Lamorisse](https://www.criterion.com/boxsets/6993-the-red-balloon-and-other-stories-five-films-by-albert-lamorisse), , , ,**红气球和其他故事：艾尔伯特·拉摩里斯的五部电影**, , , 
343,bs-#1200, , ,The Red Balloon,Albert Lamorisse,France,1956,[红气球 Le ballon rouge](https://movie.douban.com/subject/1326038/),1956,8.8, 
344,bs-#1200, , ,White Mane,Albert Lamorisse,France,1953,[白鬃野马 Crin blanc: Le cheval sauvage](https://movie.douban.com/subject/1959925/),1953,8.4, 
345,bs-#1200, , ,"Bim, the Little Donkey",Albert Lamorisse,France,1951,[小驴比姆 Bim](https://movie.douban.com/subject/3148762/),1951, , 
346,bs-#1200, , ,Stowaway in the Sky,Albert Lamorisse,France,1960,[气球漫游记 Le Voyage en ballon](https://movie.douban.com/subject/2256204/),1960,7.8, 
347,bs-#1200, , ,Circus Angel,Albert Lamorisse,France,1965,"[马戏团天使 Fifi, la plume](https://movie.douban.com/subject/3148766/)",1965, , 
348,bs-#1203, ,1203,"[Chantal Akerman Masterpieces, 1968–1978](https://www.criterion.com/boxsets/7045-chantal-akerman-masterpieces-19681978)", , , ,**香特尔·阿克曼的代表作（1968年到1978年）**, , , 
349,bs-#1203, , ,Saute ma ville,Chantal Akerman,Belgium,1968,[我的城市 Saute ma ville](https://movie.douban.com/subject/3565920/),1968,8.1, 
350,bs-#1203, , ,"L’enfant aimé, ou Je joue à être une femme mariée",Chantal Akerman,Belgium,1971,[可爱的孩子，或我扮演已婚女人 L'enfant aimé ou je joue à être une femme mariée](https://movie.douban.com/subject/26700053/),1971, , 
351,bs-#1203,Eclipse Series 19, ,La chambre,Chantal Akerman,United States,1972,[房间 La Chambre](https://movie.douban.com/subject/2237988/),1972,6.7, 
352,bs-#1203,Eclipse Series 19, ,Hotel Monterey,Chantal Akerman,United States,1972,[蒙特利旅馆 Hôtel Monterey](https://movie.douban.com/subject/2237990/),1989,7.2, 
353,bs-#1203, , ,Le 15/8,Chantal Akerman and Samy Szlingerbaum,Belgium,1973,[8月15日 Le 15/8](https://movie.douban.com/subject/24875145/),1975, , 
354,bs-#1203,Eclipse Series 19, ,Je tu il elle,Chantal Akerman,Belgium,1975,"[我你他她 Je, tu, il, elle](https://movie.douban.com/subject/1429055/)",1974,7.8, 
355,bs-#1203, ,484,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",Chantal Akerman,France,1975,"[让娜·迪尔曼 Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles](https://movie.douban.com/subject/1868933/)",1975,8.9, 
356,bs-#1203,Eclipse Series 19, ,News from Home,Chantal Akerman,France,1976,[家乡的消息 News from Home](https://movie.douban.com/subject/1902009/),1976,8.0, 
357,bs-#1203,Eclipse Series 19, ,Les rendez-vous d’Anna,Chantal Akerman,Belgium,1978,[安娜的旅程 Les Rendez-vous d'Anna](https://movie.douban.com/subject/1768481/),1978,8.1, 
358,bs-$40-samurai, , ,[The Samurai Trilogy](https://www.criterion.com/boxsets/40-the-samurai-trilogy), , , ,**（稻垣浩）宫本武藏三部曲**, , , 
359,bs-$40-samurai, ,14,Samurai I: Musashi Miyamoto,Hiroshi Inagaki,Japan,1954,[宫本武藏 宮本武蔵](https://movie.douban.com/subject/1296228/),1954,7.6, 
360,bs-$40-samurai, ,15,Samurai II: Duel at Ichijoji Temple,Hiroshi Inagaki,Japan,1955,[宫本武藏续 一乘寺之决斗 続宮本武蔵 一乗寺の決闘](https://movie.douban.com/subject/1304858/),1955,7.5, 
361,bs-$40-samurai, ,16,Samurai III: Duel at Ganryu Island,Hiroshi Inagaki,Japan,1956,[宫本武藏 完结篇 决斗岩流岛 宮本武蔵 完結篇 決闘巌流島](https://movie.douban.com/subject/1304859/),1956,7.6, 
362,bs-$590-yojimbo, , ,[Yojimbo/Sanjuro](https://www.criterion.com/boxsets/590-yojimbo-sanjuro), , , ,**（黑泽明）用心棒、椿三十郎（合集）**, , , 
363,bs-$590-yojimbo, ,52,Yojimbo,Akira Kurosawa,Japan,1961,[用心棒](https://movie.douban.com/subject/1292515/),1961,9.0, 
364,bs-$590-yojimbo, ,53,Sanjuro,Akira Kurosawa,Japan,1962,[椿三十郎](https://movie.douban.com/subject/1293310/),1962,8.8, 
365,bs-$591-grey-gardens, , ,[Grey Gardens / The Beales of Grey Gardens](https://www.criterion.com/boxsets/591-grey-gardens-the-beales-of-grey-gardens), , , ,**（大卫·梅索斯等）灰色花园 、灰色花园中的比尔母女**, , , 
366,bs-$591-grey-gardens, ,123,Grey Gardens,"David Maysles, Albert Maysles, Ellen Hovde, and Muffie Meyer",United States,1976,[灰色花园 Grey Gardens](https://movie.douban.com/subject/1419111/),1975,8.2, 
367,bs-$591-grey-gardens, ,361,The Beales of Grey Gardens,Albert Maysles and David Maysles,United States,2006,[灰色花园中的比尔母女 The Beales of Grey Gardens](https://movie.douban.com/subject/1876329/),2006,7.6, 
368,bs-$382-samurai, , ,[Rebel Samurai: Sixties Swordplay Classics](https://www.criterion.com/boxsets/382-rebel-samurai-sixties-swordplay-classics), , , ,**（冈本喜八等）叛逆武士：六十年代剑术经典**, , , 
369,bs-$382-samurai, ,313,Kill!,Kihachi Okamoto,Japan,1968,[斩 斬る](https://movie.douban.com/subject/1547174/),1968,7.8, 
370,bs-$382-samurai, ,310,Samurai Rebellion,Masaki Kobayashi,Japan,1967,[夺命剑 上意討ち 拝領妻始末](https://movie.douban.com/subject/1300738/),1967,9.0, 
371,bs-$382-samurai, ,312,Samurai Spy,Masahiro Shinoda,Japan,1965,[猿飞佐助异闻录 異聞猿飛佐助](https://movie.douban.com/subject/1434178/),1965,7.1, 
372,bs-$382-samurai, ,311,Sword of the Beast,Hideo Gosha,Japan,1965,[野兽之剑 獣の剣](https://movie.douban.com/subject/1434330/),1965,7.9, 
373,bs-$769-america, , ,[America Lost and Found: The BBS Story](https://www.criterion.com/boxsets/769), , , ,**美国失物招领处：BBS的故事**, , , 
374,bs-$769-america, ,544,Head,Bob Rafelson,United States,1968,[毛发 Head](https://movie.douban.com/subject/2081630/),1968,6.9, 
375,bs-$769-america, ,545,Easy Rider,Dennis Hopper,United States,1969,[逍遥骑士 Easy Rider](https://movie.douban.com/subject/1297646/),1969,8.3, 
376,bs-$769-america, ,546,Five Easy Pieces,Bob Rafelson,United States,1970,[五支歌 Five Easy Pieces](https://movie.douban.com/subject/1298192/),1970,7.8, 
377,bs-$769-america, ,547,"Drive, He Said",Jack Nicholson,United States,1970,"[开车，他说 Drive, He Said](https://movie.douban.com/subject/2055771/)",1971,6.2, 
378,bs-$769-america, ,548,A Safe Place,Henry Jaglom,United States,1971,[避风港 A Safe Place](https://movie.douban.com/subject/5044733/),1971,5.4, 
379,bs-$769-america, ,549,The Last Picture Show,Peter Bogdanovich,United States,1971,[最后一场电影 The Last Picture Show](https://movie.douban.com/subject/1298026/),1971,8.0, 
380,bs-$769-america, ,550,The King of Marvin Gardens,Bob Rafelson,United States,1972,[美人迟暮 The King of Marvin Gardens](https://movie.douban.com/subject/1294636/),1972,6.7, 
381,bs-$1073-shooting, , ,[The Shooting/Ride in the Whirlwind](https://www.criterion.com/boxsets/1073-the-shooting-ride-in-the-whirlwind), , , ,**（蒙特·赫尔曼）射击、旋风骑士**, , , 
382,bs-$1073-shooting, ,734,The Shooting,Monte Hellman,United States,1966,[射击 The Shooting](https://movie.douban.com/subject/1300812/),1966,7.0, 
383,bs-$1073-shooting, ,735,Ride in the Whirlwind,Monte Hellman,United States,1966,[旋风骑士 Ride In The Whirlwind](https://movie.douban.com/subject/1958466/),1966,7.1, 
384,bs-$1097-gates, , ,"[Gates of Heaven/Vernon, Florida](https://www.criterion.com/boxsets/1097-gates-of-heaven-vernon-florida)", , , ,**（埃罗尔·莫里斯）天堂之门、弗农，佛罗里达**, , , 
385,bs-$1097-gates, ,751,Gates of Heaven,Errol Morris,United States,1978,[天堂之门 Gates of Heaven](https://movie.douban.com/subject/1300179/),1978,7.4, 
386,bs-$1097-gates, ,752,"Vernon, Florida",Errol Morris,United States,1981,"[弗农，佛罗里达 Vernon, Florida](https://movie.douban.com/subject/1434179/)",1982,7.6, 
387,bs-$1110-gregory-shawn, , ,[André Gregory & Wallace Shawn: 3 Films](https://www.criterion.com/boxsets/1110-andr-gregory-wallace-shawn-3-films), , , ,**安德烈·格雷戈里和华莱士·肖恩：3部电影**, , , 
388,bs-$1110-gregory-shawn, ,479,My Dinner with André,Louis Malle,United States,1981,[与安德烈晚餐 My Dinner with Andre](https://movie.douban.com/subject/1304953/),1981,8.4, 
389,bs-$1110-gregory-shawn, ,599,Vanya on 42nd Street,Louis Malle,United States,1994,[万尼亚在42街口 Vanya on 42nd Street](https://movie.douban.com/subject/1306194/),1994,7.6, 
390,bs-$1110-gregory-shawn, ,762,A Master Builder,Jonathan Demme,United States,2014,[建筑大师 A Master Builder](https://movie.douban.com/subject/10749941/),2013,6.1, 
391,bs-$1154-lady-snowblood, , ,[The Complete Lady Snowblood](https://www.criterion.com/boxsets/1154-the-complete-lady-snowblood), , , ,**（藤田敏八）修罗雪姬全集**, , , 
392,bs-$1154-lady-snowblood, ,790,Lady Snowblood,Toshiya Fujita,Japan,1973,[修罗雪姬 修羅雪姫](https://movie.douban.com/subject/1440347/),1973,7.9, 
393,bs-$1154-lady-snowblood, ,791,Lady Snowblood: Love Song of Vengeance,Toshiya Fujita,Japan,1974,[修罗雪姬2：怨恨的恋歌 修羅雪姫 怨み恋歌](https://movie.douban.com/subject/1751654/),1974,6.3, 
394,bs-$1165-emigrants, , ,[The Emigrants/The New Land](https://www.criterion.com/boxsets/1165-the-emigrants-the-new-land), , , ,**（扬·特洛尔）大移民、新大陆（合集）**, , , 
395,bs-$1165-emigrants, ,796,The Emigrants,Jan Troell,Sweden,1971,[大移民 Utvandrarna](https://movie.douban.com/subject/1295184/),1971,8.0, 
396,bs-$1165-emigrants, ,797,The New Land,Jan Troell,Sweden,1972,[新大陆 Nybyggarna](https://movie.douban.com/subject/1471664/),1972,8.1, 
397,bs-$1179-whit-stillman, , ,"[A Whit Stillman Trilogy: Metropolitan, Barcelona, The Last Days of Disco](https://www.criterion.com/boxsets/1179-a-whit-stillman-trilogy-i-metropolitan-barcelona-the-last-days-of-disco-i)", , , ,**惠特·斯蒂尔曼三部曲：大市民、巴塞罗那、最后的迪斯科**, , , 
398,bs-$1179-whit-stillman, ,326,Metropolitan,Whit Stillman,United States,1990,[大市民 Metropolitan](https://movie.douban.com/subject/1303915/),1990,7.7, 
399,bs-$1179-whit-stillman, ,485,The Last Days of Disco,Whit Stillman,United States,1998,[最后的迪斯科 The Last Days of Disco](https://movie.douban.com/subject/1293453/),1998,7.2, 
400,bs-$1179-whit-stillman, ,807,Barcelona,Whit Stillman,United States,1994,[巴塞罗那 Barcelona](https://movie.douban.com/subject/1295556/),1994,7.0, 
401,bs-$1209-guillermo, , ,[Trilogía de Guillermo del Toro](https://www.criterion.com/boxsets/1209-triloga-de-guillermo-del-toro), , , ,**吉尔莫·德尔·托罗三部曲**, , , 
402,bs-$1209-guillermo, ,551,Cronos,Guillermo del Toro,Mexico,1993,[魔鬼银爪 Cronos](https://movie.douban.com/subject/1306942/),1993,6.5, 
403,bs-$1209-guillermo, ,666,The Devil’s Backbone,Guillermo del Toro,Mexico,2001,[鬼童院 El espinazo del diablo](https://movie.douban.com/subject/1304044/),2001,7.2, 
404,bs-$1209-guillermo, ,838,Pan’s Labyrinth,Guillermo del Toro,Spain,2006,[潘神的迷宫 El laberinto del fauno](https://movie.douban.com/subject/1767042/),2006,7.9, 
405,bs-$1427-bergmans, , ,[Ingmar Bergman’s Cinema](https://www.criterion.com/boxsets/1427-ingmar-bergmans-cinema), , , ,**英格玛·伯格曼的电影**, , , 
406,bs-$1427-bergmans,Eclipse Series 1, ,Crisis,Ingmar Bergman,Sweden	,1946,[危机 Kris](https://movie.douban.com/subject/1464774/),1946,6.7, 
407,bs-$1427-bergmans, , ,A Ship to India,Ingmar Bergman,Sweden,1947,[开往印度之船 Skepp till India land](https://movie.douban.com/subject/2213735/),1947,6.5, 
408,bs-$1427-bergmans,Eclipse Series 1, ,Port of Call,Ingmar Bergman,Sweden	,1948,[爱欲之港 Hamnstad](https://movie.douban.com/subject/1475172/),1948,6.8, 
409,bs-$1427-bergmans,Eclipse Series 1, ,Thirst,Ingmar Bergman,Sweden	,1949,[三个陌生的情人 Törst](https://movie.douban.com/subject/1772177/),1949,6.8, 
410,bs-$1427-bergmans,Eclipse Series 1, ,To Joy,Ingmar Bergman,Sweden	,1950,[喜悦 Till glädje](https://movie.douban.com/subject/1468268/),1950,7.3, 
411,bs-$1427-bergmans, ,613,Summer Interlude,Ingmar Bergman,Sweden,1951,[夏日插曲 Sommarlek](https://movie.douban.com/subject/1295389/),1951,7.7, 
412,bs-$1427-bergmans, , ,Waiting Women,Ingmar Bergman,Sweden,1952,[女人的期待 Kvinnors väntan](https://movie.douban.com/subject/1297727/),1952,7.6, 
413,bs-$1427-bergmans, ,614,Summer with Monika,Ingmar Bergman,Sweden,1953,[不良少女莫妮卡 Sommaren med Monika](https://movie.douban.com/subject/1299536/),1953,7.9, 
414,bs-$1427-bergmans, ,412,Sawdust and Tinsel,Ingmar Bergman,Sweden,1953,[小丑之夜 Gycklarnas afton](https://movie.douban.com/subject/1300957/),1953,8.0, 
415,bs-$1427-bergmans, , ,A Lesson in Love,Ingmar Bergman,Sweden,1954,[恋爱课程 En lektion i kärlek](https://movie.douban.com/subject/1298141/),1954,7.7, 
416,bs-$1427-bergmans, , ,Dreams,Ingmar Bergman,Sweden,1955,[花都绮梦 Kvinnodröm](https://movie.douban.com/subject/1302075/),1955,7.6, 
417,bs-$1427-bergmans, ,237,Smiles of a Summer Night,Ingmar Bergman,Sweden,1955,[夏夜的微笑 Sommarnattens leende](https://movie.douban.com/subject/1298494/),1955,7.7, 
418,bs-$1427-bergmans, ,11,The Seventh Seal,Ingmar Bergman,Sweden,1957,[第七封印 Det sjunde inseglet](https://movie.douban.com/subject/1293234/),1957,8.5, 
419,bs-$1427-bergmans, ,139,Wild Strawberries,Ingmar Bergman,Sweden,1957,[野草莓 Smultronstället](https://movie.douban.com/subject/1293071/),1957,8.8, 
420,bs-$1427-bergmans, , ,Brink of Life,Ingmar Bergman,Sweden,1958,[生命的门槛 Nära livet](https://movie.douban.com/subject/2269933/),1958,7.9, 
421,bs-$1427-bergmans, ,537,The Magician,Ingmar Bergman,Sweden,1958,[面孔 Ansiktet](https://movie.douban.com/subject/1440725/),1958,7.6, 
422,bs-$1427-bergmans, ,321,The Virgin Spring,Ingmar Bergman,Sweden,1960,[处女泉 Jungfrukällan](https://movie.douban.com/subject/1293156/),1960,8.6, 
423,bs-$1427-bergmans, , ,The Devil’s Eye,Ingmar Bergman,Sweden,1960,[魔鬼的眼睛 Djävulens öga](https://movie.douban.com/subject/1297074/),1960,7.5, 
424,bs-$1427-bergmans, ,209,Through a Glass Darkly,Ingmar Bergman,Sweden,1961,[犹在镜中 Såsom i en spegel](https://movie.douban.com/subject/1302488/),1961,8.4, 
425,bs-$1427-bergmans, ,210,Winter Light,Ingmar Bergman,Sweden,1963,[冬日之光 Nattvardsgästerna](https://movie.douban.com/subject/1296792/),1963,8.3, 
426,bs-$1427-bergmans, ,211,The Silence,Ingmar Bergman,Sweden,1963,[沉默 Tystnaden](https://movie.douban.com/subject/1300958/),1963,8.3, 
427,bs-$1427-bergmans, , ,All These Women,Ingmar Bergman,Sweden,1964,[这些女人 För att inte tala om alla dessa kvinnor](https://movie.douban.com/subject/1303552/),1964,6.7, 
428,bs-$1427-bergmans, ,701,Persona,Ingmar Bergman,Sweden,1966,[假面 Persona](https://movie.douban.com/subject/1294438/),1966,8.8, 
429,bs-$1427-bergmans, , ,Hour of the Wolf,Ingmar Bergman,Sweden,1968,[豺狼时刻 Vargtimmen](https://movie.douban.com/subject/1301151/),1968,8.1, 
430,bs-$1427-bergmans, ,961,Shame,Ingmar Bergman,Sweden,1968,[羞耻 Skammen](https://movie.douban.com/subject/1293677/),1968,8.3, 
431,bs-$1427-bergmans, , ,The Rite,Ingmar Bergman,Sweden,1969,[祭典 Riten](https://movie.douban.com/subject/1806801/),1969,7.1, 
432,bs-$1427-bergmans, , ,The Passion of Anna,Ingmar Bergman,Sweden,1969,[安娜的情欲 En passion](https://movie.douban.com/subject/1292853/),1969,8.0, 
433,bs-$1427-bergmans, , ,Fårö Document,Ingmar Bergman,Sweden,1970,[法罗文献1969 Fårö dokument](https://movie.douban.com/subject/2074111/),1970,7.7, 
434,bs-$1427-bergmans, , ,The Touch,Ingmar Bergman,Sweden,1971,[接触 Beröringen](https://movie.douban.com/subject/2213746/),1971,7.1, 
435,bs-$1427-bergmans, ,101,Cries and Whispers,Ingmar Bergman,Sweden,1972,[呼喊与细语 Viskningar och rop](https://movie.douban.com/subject/1296147/),1972,8.6, 
436,bs-$1427-bergmans, ,229,Scenes from a Marriage,Ingmar Bergman,Sweden,1973,[婚姻生活 Scener ur ett äktenskap](https://movie.douban.com/subject/1292981/),1973,9.0, 
437,bs-$1427-bergmans, ,71,The Magic Flute,Ingmar Bergman,Sweden,1975,[魔笛 Trollflöjten](https://movie.douban.com/subject/1292928/),1975,7.9, 
438,bs-$1427-bergmans, , ,The Serpent’s Egg,Ingmar Bergman,United States,1977,[蛇蛋 The Serpent's Egg](https://movie.douban.com/subject/1294472/),1977,7.1, 
439,bs-$1427-bergmans, ,60,Autumn Sonata,Ingmar Bergman,Sweden,1978,[秋日奏鸣曲 Höstsonaten](https://movie.douban.com/subject/1297268/),1978,9.1, 
440,bs-$1427-bergmans, , ,Fårö Document 1979,Ingmar Bergman,Sweden,1979,[法罗档案1979 Fårö-dokument 1979](https://movie.douban.com/subject/2181377/),1979,8.2, 
441,bs-$1427-bergmans, , ,From the Life of the Marionettes,Ingmar Bergman,Sweden,1980,[傀儡生涯 Aus dem Leben der Marionetten](https://movie.douban.com/subject/1295323/),1980,8.1, 
442,bs-$1427-bergmans, ,263,Fanny and Alexander: Theatrical Version,Ingmar Bergman,Sweden,1982,[芬妮与亚历山大 Fanny och Alexander](https://movie.douban.com/subject/1292784/),1982,8.7, 
443,bs-$1427-bergmans, ,264,The Making of Fanny and Alexander,Ingmar Bergman,Sweden,1982,[芬妮和亚历山大的诞生 Dokument Fanny och Alexander](https://movie.douban.com/subject/1449473/),1984,8.6, 
444,bs-$1427-bergmans, ,262,Fanny and Alexander: Television Version,Ingmar Bergman,Sweden,1983,[芬妮与亚历山大 Fanny och Alexander](https://movie.douban.com/subject/33477260/),1983,9.2, 
445,bs-$1427-bergmans, , ,After the Rehearsal,Ingmar Bergman,Sweden,1984,[排演之后 Efter repetitionen](https://movie.douban.com/subject/1437025/),1984,7.4, 
446,bs-$1427-bergmans, , ,Saraband,Ingmar Bergman,Sweden,2003,[萨拉邦德 Saraband](https://movie.douban.com/subject/1353734/),2003,8.2, 
447,bs-$1554-police-story, , ,[Police Story/Police Story 2](https://www.criterion.com/boxsets/1554-police-story-police-story-2), , , ,**（成龙）《警察故事》1和2**, , , 
448,bs-$1554-police-story, ,971,Police Story,Jackie Chan,Hong Kong,1985,[警察故事](https://movie.douban.com/subject/1400868/),1985,8.2, 
449,bs-$1554-police-story, ,972,Police Story 2,Jackie Chan,Hong Kong,1988,[警察故事续集 警察故事續集](https://movie.douban.com/subject/1304726/),1988,7.8, 
450,bs-$2363-koker, , ,[The Koker Trilogy](https://www.criterion.com/boxsets/2363-the-koker-trilogy), , , ,**（阿巴斯·基亚罗斯塔米）“村庄”三部曲**, , , 
451,bs-$2363-koker, ,990,Where Is the Friend’s House?,Abbas Kiarostami,Iran,1987,[何处是我朋友的家 خانه دوست کجاست؟‎](https://movie.douban.com/subject/1301897/),1987,8.9, 
452,bs-$2363-koker, ,991,And Life Goes On,Abbas Kiarostami,Iran,1992,[生生长流 زندگی و دیگر هیچ](https://movie.douban.com/subject/1303471/),1992,8.8, 
453,bs-$2363-koker, ,992,Through the Olive Trees,Abbas Kiarostami,Iran,1994,[橄榄树下的情人 زير درختان زيتون](https://movie.douban.com/subject/1303465/),1994,8.4, 
454,bs-$2880-zeman, , ,[Three Fantastic Journeys by Karel Zeman](https://www.criterion.com/boxsets/2880-three-fantastic-journeys-by-karel-zeman), , , ,**卡尔·齐曼的三段奇幻之旅**, , , 
455,bs-$2880-zeman, ,1015,Journey to the Beginning of Time,Karel Zeman,Czechoslovakia,1955,[史前探险记 Cesta do praveku](https://movie.douban.com/subject/2056031/),1955,6.8, 
456,bs-$2880-zeman, ,1016,Invention for Destruction,Karel Zeman,Czechoslovakia,1958,[毁灭的发明 Vynález zkázy](https://movie.douban.com/subject/1940670/),1958,7.9, 
457,bs-$2880-zeman, ,1017,The Fabulous Baron Munchausen,Karel Zeman,Czechoslovakia,1962,[吹牛伯爵历险记 Baron Prásil](https://movie.douban.com/subject/1940672/),1962,8.5, 
458,bs-$3432-varda, , ,[The Complete Films of Agnès Varda](https://www.criterion.com/boxsets/3432-the-complete-films-of-agns-varda), , , ,**阿涅丝·瓦尔达电影全集**, , , 
459,bs-$3432-varda, , ,Varda by Agnès,Agnès Varda,France,2019,[阿涅斯论瓦尔达 Varda par Agnès](https://movie.douban.com/subject/30423539/),2019,9.2, 
460,bs-$3432-varda, ,419,La Pointe Courte,Agnès Varda,France,1955,[短岬村 La pointe-courte](https://movie.douban.com/subject/1297682/),1955,7.6, 
461,bs-$3432-varda, ,73,Cléo from 5 to 7,Agnès Varda,France,1962,[五至七时的克莱奥 Cléo de 5 à 7](https://movie.douban.com/subject/1294565/),1962,8.7, 
462,bs-$3432-varda, , ,Daguerréotypes,Agnès Varda,France,1975,[达格雷街风情 Daguerréotypes](https://movie.douban.com/subject/2972735/),1976,8.6, 
463,bs-$3432-varda, ,420,Le bonheur,Agnès Varda,France,1965,[幸福 Le bonheur](https://movie.douban.com/subject/1483516/),1965,8.3, 
464,bs-$3432-varda, , ,Les créatures,Agnès Varda,France,1966,[创造物 Les Créatures](https://movie.douban.com/subject/2238784/),1966,7.7, 
465,bs-$3432-varda,Eclipse Series 43, ,Uncle Yanco,Agnès Varda,France	,1968,[扬科叔叔 Oncle Yanco](https://movie.douban.com/subject/1763688/),1967,8.3, 
466,bs-$3432-varda,Eclipse Series 43, ,Black Panthers,Agnès Varda,France	,1970,[黑豹党 Black Panthers](https://movie.douban.com/subject/1776580/),2001,7.3, 
467,bs-$3432-varda,Eclipse Series 43, ,Lions Love (. . . and Lies),Agnès Varda,France	,1969,[狮子、爱、谎言 Lions Love](https://movie.douban.com/subject/1297857/),1969,7.7, 
468,bs-$3432-varda,Eclipse Series 43, ,Mur Murs,Agnès Varda,France	,1981,[墙的呢喃 Mur murs](https://movie.douban.com/subject/2238785/),1981,8.1, 
469,bs-$3432-varda,Eclipse Series 43, ,Documenteur,Agnès Varda,France	,1981,[纪录说谎家 Documenteur](https://movie.douban.com/subject/3699265/),1981,7.9, 
470,bs-$3432-varda, ,978,"One Sings, the Other Doesn’t",Agnès Varda,France,1977,"[一个唱，一个不唱 L'une chante, l'autre pas](https://movie.douban.com/subject/1297403/)",1977,8.4, 
