Title 电影,Rank 排名,Rank-2022,Director 导演,豆瓣电影,豆瓣打分,豆瓣信息,Year 年份,Region 地区,Genre 类型,IMDb Movie,IMDb Score
Let the Right One In,🎉924,🎉592,Tomas Alfredson,[生人勿进 Låt den rätte komma in](https://movie.douban.com/subject/2968813/),🌟7.6,托马斯·阿尔弗莱德森 / 凯尔·赫德布朗特 / 莉娜·林德尔森 / 皮尔·拉格纳 / 剧情 / 爱情 / 恐怖 / 瑞典 / 2008,2008,Sweden-Norway,Drama-Horror-Romance,[Let the Right One In](https://www.imdb.com/title/tt1139797/),🌟7.8
"Khrustalyov, My Car!",🎉925,🎉1080,Aleksey German,"[赫鲁斯塔廖夫，开车！ Хрусталёв, машину!](https://movie.douban.com/subject/2142191/)",🌟7.6,Aleksei German / Yuri Tsurilo / Nina Ruslanova / Mikhail Dementyev / 喜剧 / 剧情 / 俄罗斯/法国 / 1999,1998,Russia-France,Drama-Comedy,"[Khrustalyov, My Car!](https://www.imdb.com/title/tt0156701/)",🌟7.4
Doomed Love [TV],🎉926,🎉1348,Manoel de Oliveira,[被咒之爱 Amor de Perdição](https://movie.douban.com/subject/3012443/),🌟,曼努埃尔·德·奥利维拉 / António Lopes Ribeiro / Cristina Hauser / Elsa Wallencamp / 爱情 / 葡萄牙 / 1979,1978,Portugal,Drama-Romance,[Amor de Perdição](https://www.imdb.com/title/tt9249616/),🌟7.5
Meek's Cutoff,🎉927,🎉1083,Kelly Reichardt,[米克的近路 Meek's Cutoff](https://movie.douban.com/subject/4067195/),🌟7.2,凯莉·莱卡特 / 米歇尔·威廉姆斯 / 保罗·达诺 / 布鲁斯·格林伍德 / 西部 / 美国 / 2010,2010,USA,Western-Drama,[Meek's Cutoff](https://www.imdb.com/title/tt1518812/),🌟6.5
"Fountainhead, The",🎉928,🎉1122,King Vidor,[源泉 The Fountainhead](https://movie.douban.com/subject/1299716/),🌟7.2,金·维多 / 加里·库珀 / 帕德里夏·妮尔 / 雷蒙德·马西 / 剧情 / 美国 / 1949,1949,USA,Drama,[The Fountainhead](https://www.imdb.com/title/tt0041386/),🌟7
Seven Beauties,🎉929,🎉1454,Lina Wertmüller,[七美人 Pasqualino Settebellezze](https://movie.douban.com/subject/1292985/),🌟7.6,里娜·韦特缪勒 / 吉安卡罗·吉安尼尼 / 费尔南多·雷伊 / 雪莉·斯托勒 / 剧情 / 历史 / 战争 / 犯罪 / 意大利 / 1975,1975,Italy,Drama-Comedy-War,[Seven Beauties](https://www.imdb.com/title/tt0075040/),🌟7.7
Airplane!,🎉930,🎉693,Jim/David Zucker/Jerry Zucker Abrahams,[空前绝后满天飞 Airplane!](https://movie.douban.com/subject/1292785/),🌟7.5,大卫·扎克 / 杰瑞·扎克 / 吉姆·艾布拉姆斯 / 卡里姆·阿卜杜尔-贾巴尔 / 劳埃德·布里吉斯 / 皮特·格拉维斯 / 喜剧 / 美国 / 1980,1980,USA,Comedy,[Airplane!](https://www.imdb.com/title/tt0080339/),🌟7.7
Sawdust and Tinsel,🎉931,🎉872,Ingmar Bergman,[小丑之夜 Gycklarnas afton](https://movie.douban.com/subject/1300957/),🌟8.0,英格玛·伯格曼 / 奥克·格伦贝里 / 哈里特·安德森 / 哈塞·埃克曼 / 剧情 / 瑞典 / 1953,1953,Sweden,Drama,[Sawdust and Tinsel](https://www.imdb.com/title/tt0045848/),🌟7.4
"Long Farewell, The",🎉932,🎉1066,Kira Muratova,[漫长的告别 Долгие проводы](https://movie.douban.com/subject/1299857/),🌟7.5,琪拉·穆拉托娃 / 季纳伊达·沙尔科 / Oleg Vladimirsky / Tatyana Mychko / 剧情 / 苏联 / 1971,1971,USSR,Drama,[The Long Farewell](https://www.imdb.com/title/tt0092905/),🌟7.4
Duel in the Sun,🎉933,🎉865,King Vidor,[阳光下的决斗 Duel in the Sun](https://movie.douban.com/subject/1294860/),🌟7.4,金·维多 / 丽莲·吉许 / 珍妮弗·琼斯 / 格利高里·派克 / 剧情 / 爱情 / 西部 / 美国 / 1946,1946,USA,Western,[Duel in the Sun](https://www.imdb.com/title/tt0038499/),🌟6.7
Perfumed Nightmare,🎉934,🎉2180,Kidlat Tahimik,[甜蜜的梦魇 Mababangong bangungot](https://movie.douban.com/subject/3118188/),🌟8.3,奇拉·塔希米克 / Mang Fely / Dolores Santamaria / Georgette Baudry / 剧情 / 喜剧 / 菲律宾 / 1977,1977,Philippines,Drama-Comedy,[Perfumed Nightmare](https://www.imdb.com/title/tt0076341/),🌟6.9
True Heart Susie,🎉935,🎉1117,D.W. Griffith,[真心的苏西 True Heart Susie](https://movie.douban.com/subject/2155524/),🌟7.5,D·W·格里菲斯 / 丽莲·吉许 / 罗伯特·哈伦 / Wilbur Higby / 喜剧 / 剧情 / 爱情 / 美国 / 1919,1919,USA,Drama-Comedy-Romance,[True Heart Susie](https://www.imdb.com/title/tt0010806/),🌟6.9
Mother India,🎉936,🎉914,Mehboob Khan,[印度母亲 Mother India](https://movie.douban.com/subject/2291770/),🌟7.2,Mehboob Khan / Nargis / 剧情 / 歌舞 / 家庭 / 印度 / 1957,1957,India,Drama,[Mother India](https://www.imdb.com/title/tt0050188/),🌟7.8
Gun Crazy,🎉937,🎉715,Joseph H. Lewis,[枪疯 Gun Crazy](https://movie.douban.com/subject/1297016/),🌟7.7,约瑟夫·刘易斯 / 佩吉·卡明斯 / 约翰·道尔 / 托尼·巴尔 / 犯罪 / 剧情 / 黑色电影 / 爱情 / 惊悚 / 美国 / 1950,1950,USA,Drama-Crime,[Gun Crazy](https://www.imdb.com/title/tt0042530/),🌟7.6
Mon oncle d'Amérique,🎉938,🎉874,Alain Resnais,[我的美国舅舅 Mon oncle d'Amérique](https://movie.douban.com/subject/1295740/),🌟8.1,阿伦·雷乃 / 热拉尔·德帕迪约 / 妮可·加西亚 / 罗歇·皮埃尔 / 喜剧 / 剧情 / 爱情 / 法国 / 1980,1980,France,Drama-Comedy,[My American Uncle](https://www.imdb.com/title/tt0081176/),🌟7.6
Port of Shadows,🎉939,🎉837,Marcel Carné,[雾码头 Le quai des brumes](https://movie.douban.com/subject/1416910/),🌟7.8,马塞尔·卡尔内 / 让·迦本 / 米歇尔·西蒙 / 米歇尔·摩根 / 剧情 / 爱情 / 犯罪 / 法国 / 1938,1938,France,Drama-Romance-Crime,[Port of Shadows](https://www.imdb.com/title/tt0030643/),🌟7.7
"Chienne, La",🎉940,🎉928,Jean Renoir,[母狗 La Chienne](https://movie.douban.com/subject/1306486/),🌟7.7,让·雷诺阿 / 米歇尔·西蒙 / 贾妮·马雷塞 / 乔治·弗拉芒 / 剧情 / 法国 / 1931,1931,France,Drama-Crime,[La Chienne](https://www.imdb.com/title/tt0021739/),🌟7.5
Olympia,🎉941,🎉803,Leni Riefenstahl,[奥林匹亚1：民族的节日 Olympia 1. Teil - Fest der Völker](https://movie.douban.com/subject/1297424/),🌟8.9,莱妮·里芬施塔尔 / David Albritton / 纪录片 / 运动 / 德国 / 1938,1938,Germany,Documentary-Sport,[Olympia Part One: Festival of the Nations](https://www.imdb.com/title/tt0030522/),🌟7.7
American Graffiti,🎉942,🎉924,George Lucas,[美国风情画 American Graffiti](https://movie.douban.com/subject/1300106/),🌟7.6,乔治·卢卡斯 / 理查德·德莱福斯 / 朗·霍华德 / 保罗·勒马特 / 喜剧 / 剧情 / 爱情 / 美国 / 1973,1973,USA,Drama-Comedy,[American Graffiti](https://www.imdb.com/title/tt0069704/),🌟7.4
"River, The",🎉943,🎉733,Tsai Ming-liang,[河流](https://movie.douban.com/subject/1303456/),🌟7.7,蔡明亮 / 李康生 / 苗天 / 陆弈静 / 剧情 / 爱情 / 同性 / 中国台湾 / 1997,1997,Taiwan,Drama,[The River](https://www.imdb.com/title/tt0119263/),🌟7.2
American Beauty,🎉944,🎉831,Sam Mendes,[美国丽人 American Beauty](https://movie.douban.com/subject/1292062/),🌟8.5,萨姆·门德斯 / 凯文·史派西 / 安妮特·贝宁 / 索拉·伯奇 / 剧情 / 爱情 / 家庭 / 美国 / 1999,1999,USA,Drama-Comedy,[American Beauty](https://www.imdb.com/title/tt0169547/),🌟8.3
"History of Violence, A",🎉945,🎉623,David Cronenberg,[暴力史 A History of Violence](https://movie.douban.com/subject/1422917/),🌟7.5,大卫·柯南伯格 / 维果·莫腾森 / 玛丽亚·贝罗 / 艾德·哈里斯 / 动作 / 犯罪 / 剧情 / 惊悚 / 加拿大/美国 / 2005,2005,USA-Germany,Crime-Drama-Mystery,[A History of Violence](https://www.imdb.com/title/tt0399146/),🌟7.4
Numéro deux,🎉946,🎉909,Jean-Luc Godard,[第二号 Numéro deux](https://movie.douban.com/subject/1429053/),🌟7.5,让-吕克·戈达尔 / 安娜-玛丽·米埃维尔 / Sandrine Battistella / Pierre Oudrey / 让-吕克·戈达尔 / 剧情 / 纪录片 / 法国 / 1975,1975,France,Drama,[Number Two](https://www.imdb.com/title/tt0073471/),🌟6.2
"Bête humaine, La",🎉947,🎉894,Jean Renoir,[衣冠禽兽 La bête humaine](https://movie.douban.com/subject/1436858/),🌟7.4,让·雷诺阿 / 让·迦本 / 西蒙妮·西蒙 / 费尔南·勒杜 / 剧情 / 犯罪 / 法国 / 1938,1938,France,Drama-Crime,[La Bête Humaine](https://www.imdb.com/title/tt0029957/),🌟7.5
Léon,🎉948,🎉807,Luc Besson,[这个杀手不太冷 Léon](https://movie.douban.com/subject/1295644/),🌟9.4,吕克·贝松 / 让·雷诺 / 娜塔莉·波特曼 / 加里·奥德曼 / 剧情 / 动作 / 犯罪 / 法国/美国 / 1994,1994,France,Thriller-Crime,[Léon: The Professional](https://www.imdb.com/title/tt0110413/),🌟8.5
Not Reconciled,🎉949,🎉1116,Jean-Marie Straub,[没有和解 Nicht versöhnt oder Es hilft nur Gewalt wo Gewalt herrscht](https://movie.douban.com/subject/1850440/),🌟7.5,让-马里·斯特劳布 / 达尼埃尔·于伊耶 / Heinrich Hargesheimer / Carlheinz Hargesheimer / Martha Staendner / 剧情 / 西德 / 1965,1965,West Germany,Drama,[Not Reconciled](https://www.imdb.com/title/tt0059503/),🌟6.3
Arabian Nights,🎉950,🎉910,Pier Paolo Pasolini,[一千零一夜 Il fiore delle mille e una notte](https://movie.douban.com/subject/1294654/),🌟7.4,皮埃尔·保罗·帕索里尼 / 尼内托·达沃利 / 弗兰科·奇蒂 / 弗兰科·梅利 / 剧情 / 喜剧 / 历史 / 爱情 / 奇幻 / 意大利/法国 / 1974,1974,Italy-France,Fantasy-Adventure-Drama,[Arabian Nights](https://www.imdb.com/title/tt0071502/),🌟6.7
Elephant [TV],🎉951,🎉1170,Alan Clarke,[大象 Elephant](https://movie.douban.com/subject/1921860/),🌟7.9,阿兰·克拉克 / Michael Liebman /  / Bill Hamilton / 短片 / 英国 / 1989,1989,UK,Short-Crime-Drama,[Elephant](https://www.imdb.com/title/tt0097270/),🌟7.1
Reds,🎉952,🎉995,Warren Beatty,[烽火赤焰万里情 Reds](https://movie.douban.com/subject/1292891/),🌟7.9,沃伦·比蒂 / 沃伦·比蒂 / 黛安·基顿 / 杰克·尼科尔森 / 传记 / 剧情 / 历史 / 爱情 / 美国/英国 / 1981,1981,USA,History-Drama-Biography,[Reds](https://www.imdb.com/title/tt0082979/),🌟7.3
"Reckless Moment, The",🎉953,🎉1105,Max Ophüls,[鲁莽时刻 The Reckless Moment](https://movie.douban.com/subject/1848297/),🌟7.2,马克斯·奥菲尔斯 / 詹姆斯·梅森 / 琼·贝内特 / 杰拉尔丁·布鲁克斯 / 剧情 / 犯罪 / 黑色电影 / 美国 / 1949,1949,USA,Drama-Crime,[The Reckless Moment](https://www.imdb.com/title/tt0041786/),🌟7.1
"Moi, un Noir",🎉954,🎉937,Jean Rouch,"[我是一个黑人 Moi, un noir](https://movie.douban.com/subject/1434232/)",🌟8.0,让·鲁什 / 爱德华·罗宾逊 / 剧情 / 法国 / 1958,1958,France,Drama,"[I, a Negro](https://www.imdb.com/title/tt0051942/)",🌟7.3
"Boucher, Le",🎉955,🎉996,Claude Chabrol,[屠夫 Le boucher](https://movie.douban.com/subject/1306218/),🌟7.1,克洛德·夏布洛尔 / 斯特凡·奥德朗 / 让·雅南 / Antonio Passalia / 剧情 / 惊悚 / 法国/意大利 / 1970,1970,France-Italy,Thriller-Drama,[Le Boucher](https://www.imdb.com/title/tt0064106/),🌟7.3
Near Dark,🎉956,🎉743,Kathryn Bigelow,[血尸夜 Near Dark](https://movie.douban.com/subject/1302399/),🌟6.3,凯瑟琳·毕格罗 / 亚德里安·帕斯达 / 珍妮·赖特 / 剧情 / 恐怖 / 惊悚 / 美国 / 1987,1987,USA,Horror-Drama-Thriller,[Near Dark](https://www.imdb.com/title/tt0093605/),🌟6.9
"American in Paris, An",🎉957,🎉785,Vincente Minnelli,[一个美国人在巴黎 An American in Paris](https://movie.douban.com/subject/1316522/),🌟7.1,文森特·明奈利 / 吉恩·凯利 / 莱斯莉·卡伦 / 奥斯卡·黎凡特 / 剧情 / 爱情 / 歌舞 / 美国 / 1951,1951,USA,Musical-Dance,[An American in Paris](https://www.imdb.com/title/tt0043278/),🌟7.2
Spartacus,🎉958,🎉727,Stanley Kubrick,[斯巴达克斯 Spartacus](https://movie.douban.com/subject/1298366/),🌟8.1,斯坦利·库布里克 / 柯克·道格拉斯 / 劳伦斯·奥利弗 / 简·西蒙斯 / 动作 / 冒险 / 传记 / 剧情 / 历史 / 美国 / 1960,1960,USA,Adventure-History-Drama,[Spartacus](https://www.imdb.com/title/tt0054331/),🌟7.9
Duel,🎉959,🎉904,Steven Spielberg,[决斗 Duel](https://movie.douban.com/subject/1433496/),🌟7.9,史蒂文·斯皮尔伯格 / 丹尼斯·韦弗 / 埃迪·费尔斯通 / 吉恩·戴纳斯基 / 悬疑 / 惊悚 / 美国 / 1971,1971,USA,Thriller-Action,[Duel](https://www.imdb.com/title/tt0067023/),🌟7.6
Handsworth Songs,🎉960,🎉1844,John Akomfrah,[汉兹沃思的歌 Handsworth Songs](https://movie.douban.com/subject/10552811/),🌟,约翰·阿科姆弗拉 / 梅拉·沙尔 / 纪录片 / 英国 / 1987,1986,UK,Documentary,[Handsworth Songs](https://www.imdb.com/title/tt0251113/),🌟7
Anatahan,🎉961,🎉997,Josef von Sternberg,[安纳塔汉 Anatahan](https://movie.douban.com/subject/1963079/),🌟6.9,约瑟夫·冯·斯登堡 / 根岸明美 / Tadashi Suganuma / Kisaburo Sawamura / 剧情 / 战争 / 日本 / 1953,1953,Japan,War-Drama,[Anatahan](https://www.imdb.com/title/tt0046712/),🌟7
"Enfance nue, L'",🎉962,🎉984,Maurice Pialat,[赤裸童年 L'enfance nue](https://movie.douban.com/subject/1427865/),🌟7.7,莫里斯·皮亚拉 / Michel Terrazon / Linda Gutenberg / 拉乌尔·比勒 / 剧情 / 法国 / 1968,1968,France,Drama,[L'Enfance Nue](https://www.imdb.com/title/tt0065695/),🌟7.5
Elevator to the Gallows,🎉963,🎉930,Louis Malle,[通往绞刑架的电梯 Ascenseur pour l'échafaud](https://movie.douban.com/subject/1394342/),🌟8.2,路易·马勒 / 让娜·莫罗 / 莫里斯·罗内 / 乔吉斯·伯乔利 / 剧情 / 犯罪 / 惊悚 / 黑色电影 / 法国 / 1958,1958,France,Thriller-Crime-Drama,[Elevator to the Gallows](https://www.imdb.com/title/tt0051378/),🌟7.9
"Killer, The",🎉964,🎉761,John Woo,[喋血双雄 喋血雙雄](https://movie.douban.com/subject/1296519/),🌟8.5,吴宇森 / 周润发 / 李修贤 / 叶倩文 / 动作 / 犯罪 / 剧情 / 惊悚 / 中国香港 / 1989,1989,Hong Kong,Thriller-Crime-Action,[The Killer](https://www.imdb.com/title/tt0097202/),🌟7.8
"Trou, Le",🎉965,🎉830,Jacques Becker,[洞 Le trou](https://movie.douban.com/subject/1424334/),🌟9.2,雅克·贝克 / 马克·米歇尔 / 吉恩·凯乐蒂 / 菲利普·勒鲁瓦 / 犯罪 / 剧情 / 惊悚 / 法国/意大利 / 1960,1960,France-Italy,Prison-Drama-Crime,[The Hole](https://www.imdb.com/title/tt0054407/),🌟8.5
"Godfather Part III, The",🎉966,🎉1130,Francis Ford Coppola,[教父3 The Godfather: Part III](https://movie.douban.com/subject/1294240/),🌟9.0,弗朗西斯·福特·科波拉 / 阿尔·帕西诺 / 黛安·基顿 / 塔莉娅·夏尔 / 剧情 / 犯罪 / 美国 / 1990,1990,USA,Drama-Crime,[The Godfather Part III](https://www.imdb.com/title/tt0099674/),🌟7.6
Cul-de-sac,🎉967,🎉999,Roman Polanski,[荒岛惊魂 Cul-de-sac](https://movie.douban.com/subject/1316647/),🌟7.3,罗曼·波兰斯基 / 唐纳德·普利森斯 / 弗朗索瓦·朵列 / 莱昂内尔·斯坦德 / 喜剧 / 剧情 / 惊悚 / 英国 / 1966,1966,UK,Thriller-Drama,[Cul-de-sac](https://www.imdb.com/title/tt0060268/),🌟7
Rope,🎉968,🎉968,Alfred Hitchcock,[夺魂索 Rope](https://movie.douban.com/subject/1301230/),🌟8.1,阿尔弗雷德·希区柯克 / 约翰·道尔 / 法利·格兰杰 / 詹姆斯·斯图尔特 / 犯罪 / 悬疑 / 惊悚 / 美国 / 1948,1948,USA,Drama-Crime-Thriller,[Rope](https://www.imdb.com/title/tt0040746/),🌟7.9
Before Sunrise,🎉969,🎉972,Richard Linklater,[爱在黎明破晓前 Before Sunrise](https://movie.douban.com/subject/1296339/),🌟8.8,理查德·林克莱特 / 伊桑·霍克 / 朱莉·德尔佩 / 安德莉亚·埃克特 / 剧情 / 爱情 / 美国/奥地利/瑞士 / 1995,1995,USA,Romance-Drama,[Before Sunrise](https://www.imdb.com/title/tt0112471/),🌟8.1
Berlin: Symphony of a Great City,🎉970,🎉903,Walter Ruttmann,[柏林：城市交响曲 Berlin – Die Sinfonie der Großstadt](https://movie.douban.com/subject/1307229/),🌟8.4,沃尔特·鲁特曼 / 保罗·冯·兴登堡 / 纪录片 / 德国 / 1927,1927,Germany,Documentary,[Berlin: Symphony of a Great City](https://www.imdb.com/title/tt0017668/),🌟7.6
Blood Simple,🎉971,🎉798,Joel & Ethan Coen Coen,[血迷宫 Blood Simple](https://movie.douban.com/subject/1302542/),🌟7.8,乔尔·科恩 / 约翰·盖兹 / 弗兰西斯·麦克多蒙德 / 丹·哈达亚 / 剧情 / 犯罪 / 悬疑 / 惊悚 / 美国 / 1984,1984,USA,Thriller-Drama-Crime,[Blood Simple](https://www.imdb.com/title/tt0086979/),🌟7.6
Roman Holiday,🎉972,🎉844,William Wyler,[罗马假日 Roman Holiday](https://movie.douban.com/subject/1293839/),🌟9.1,威廉·惠勒 / 奥黛丽·赫本 / 格利高里·派克 / 埃迪·艾伯特 / 喜剧 / 剧情 / 爱情 / 美国 / 1953,1953,USA,Romance-Comedy-Drama,[Roman Holiday](https://www.imdb.com/title/tt0046250/),🌟8
"Last Detail, The",🎉973,🎉799,Hal Ashby,[特殊任务 The Last Detail](https://movie.douban.com/subject/1292937/),🌟7.5,哈尔·阿什贝 / 杰克·尼科尔森 / 兰迪·奎德 / 奥蒂斯·杨 / 喜剧 / 剧情 / 美国 / 1973,1973,USA,Drama,[The Last Detail](https://www.imdb.com/title/tt0070290/),🌟7.5
Who's Afraid of Virginia Woolf?,🎉974,🎉845,Mike Nichols,[灵欲春宵 Who's Afraid of Virginia Woolf?](https://movie.douban.com/subject/1295137/),🌟7.9,迈克·尼科尔斯 / 伊丽莎白·泰勒 / 理查德·伯顿 / 乔治·席格 / 剧情 / 美国 / 1966,1966,USA,Drama,[Who's Afraid of Virginia Woolf?](https://www.imdb.com/title/tt0061184/),🌟8
Caro diario,🎉975,🎉887,Nanni Moretti,[亲爱的日记 Caro diario](https://movie.douban.com/subject/1303466/),🌟7.7,南尼·莫莱蒂 / 南尼·莫莱蒂 / 朱利叶斯·贝斯 / 卡洛·马扎库拉蒂 / 传记 / 喜剧 / 剧情 / 法国/意大利 / 1993,1994,Italy-France,Comedy,[Dear Diary](https://www.imdb.com/title/tt0109382/),🌟7.2
"Lord of the Rings: The Return of the King, The",🎉976,🎉889,Peter Jackson,[指环王3：王者无敌 The Lord of the Rings: The Return of the King](https://movie.douban.com/subject/1291552/),🌟9.3,彼得·杰克逊 / 伊利亚·伍德 / 西恩·奥斯汀 / 维果·莫腾森 / 剧情 / 动作 / 奇幻 / 冒险 / 美国/新西兰 / 2003,2003,New Zealand-USA,Fantasy-Adventure-Action,[The Lord of the Rings: The Return of the King](https://www.imdb.com/title/tt0167260/),🌟9
They Live,🎉977,🎉912,John Carpenter,[极度空间 They Live](https://movie.douban.com/subject/1295834/),🌟7.4,约翰·卡朋特 / 罗迪·派彭 / 凯斯·大卫 / 梅格·福斯特 / 动作 / 科幻 / 恐怖 / 美国 / 1988,1988,USA,Science Fiction-Thriller-Action,[They Live](https://www.imdb.com/title/tt0096256/),🌟7.2
Saturday Night and Sunday Morning,🎉978,🎉786,Karel Reisz,[浪子春潮 Saturday Night and Sunday Morning](https://movie.douban.com/subject/1306028/),🌟7.2,卡雷尔·赖兹 / 阿尔伯特·芬尼 / 雪莉·安妮·菲尔德 / 瑞秋·罗伯茨 / 剧情 / 爱情 / 英国 / 1960,1960,UK,Drama-Romance,[Saturday Night and Sunday Morning](https://www.imdb.com/title/tt0054269/),🌟7.5
Beyond the Valley of the Dolls,🎉979,🎉1283,Russ Meyer,[飞越美人谷 Beyond the Valley of the Dolls](https://movie.douban.com/subject/1298861/),🌟6.2,罗斯·梅尔 / 多莉·里德 / 辛西娅·迈尔斯 / 玛西亚·麦克布朗 / 喜剧 / 音乐 / 美国 / 1970,1970,USA,Drama-Comedy,[Beyond the Valley of the Dolls](https://www.imdb.com/title/tt0065466/),🌟6.1
"Return, The",🎉980,🎉892,Andrey Zvyagintsev,[回归 Возвращение](https://movie.douban.com/subject/1308074/),🌟8.6,安德烈·兹维亚金采夫 / 弗拉迪米尔·加林 / 伊万·杜布朗拉沃夫 / 康斯坦丁·拉夫罗年科 / 剧情 / 家庭 / 俄罗斯 / 2003,2003,Russia,Drama,[The Return](https://www.imdb.com/title/tt0376968/),🌟7.9
"Tarnished Angels, The",🎉981,🎉1220,Douglas Sirk,[碧海青天夜夜心 The Tarnished Angels](https://movie.douban.com/subject/1825703/),🌟7.6,道格拉斯·塞克 / 罗克·赫德森 / 罗伯特·斯塔克 / 多罗茜·马龙 / 剧情 / 爱情 / 美国 / 1957,1957,USA,Drama,[The Tarnished Angels](https://www.imdb.com/title/tt0051055/),🌟7.1
Sweetie,🎉982,🎉951,Jane Campion,[甜妹妹 Sweetie](https://movie.douban.com/subject/1298736/),🌟7.3,简·坎皮恩 / Geneviève Lemon / Karen Colston / Tom Lycos / 喜剧 / 剧情 / 澳大利亚 / 1989,1989,Australia,Comedy-Drama,[Sweetie](https://www.imdb.com/title/tt0098725/),🌟6.7
"America, America",🎉983,🎉946,Elia Kazan,"[美国，美国 America, America](https://movie.douban.com/subject/1469159/)",🌟8.3,伊利亚·卡赞 / 斯塔西斯·加埃里斯 / 弗兰克·沃尔夫 / 埃莱娜·卡拉姆 / 剧情 / 美国 / 1963,1963,USA,Drama,[America America](https://www.imdb.com/title/tt0056825/),🌟7.7
Fox and His Friends,🎉984,🎉1345,Rainer Werner Fassbinder,[狐及其友 Faustrecht der Freiheit](https://movie.douban.com/subject/1437326/),🌟7.9,赖纳·维尔纳·法斯宾德 / 彼得·沙泰勒 / 赖纳·维尔纳·法斯宾德 / 卡尔海因茨·伯姆 / 剧情 / 爱情 / 犯罪 / 同性 / 西德 / 1975,1975,West Germany,Drama,[Fox and His Friends](https://www.imdb.com/title/tt0072976/),🌟7.6
"47 Ronin, The",🎉985,🎉992,Kenji Mizoguchi,[元禄忠臣藏 前篇 元禄忠臣蔵 前篇](https://movie.douban.com/subject/1298969/),🌟7.8,沟口健二 / 市川右太卫门 / 河津清三郎 / 河原崎国太郎 / 动作 / 剧情 / 历史 / 日本 / 1941,1941,Japan,History-Action-Drama,[The 47 Ronin](https://www.imdb.com/title/tt0033654/),🌟7.2
"Page of Madness, A",🎉986,🎉1639,Teinosuke Kinugasa,[疯狂的一页 狂った一頁](https://movie.douban.com/subject/1771234/),🌟7.8,衣笠贞之助 / 井上正夫 / 中川芳江 / 飯島綾子 / 剧情 / 恐怖 / 日本 / 1926,1926,Japan,Drama,[A Page of Madness](https://www.imdb.com/title/tt0017048/),🌟7.4
Z,🎉987,🎉780,Constantin Costa-Gavras,[焦点新闻 Z](https://movie.douban.com/subject/1299026/),🌟8.2,科斯塔-加夫拉斯 / 伊夫·蒙当 / 艾琳·帕帕斯 / 让-路易·特兰蒂尼昂 / 剧情 / 历史 / 犯罪 / 惊悚 / 法国/阿尔及利亚 / 1969,1969,France-Algeria,Political-Thriller-Drama,[Z](https://www.imdb.com/title/tt0065234/),🌟8.2
"Host, The",🎉988,🎉709,Bong Joon-ho,[汉江怪物 괴물](https://movie.douban.com/subject/1763134/),🌟7.6,奉俊昊 / 宋康昊 / 边希峰 / 朴海日 / 剧情 / 动作 / 科幻 / 恐怖 / 韩国 / 2006,2006,South Korea-Japan,Action-Comedy-Horror,[The Host](https://www.imdb.com/title/tt0468492/),🌟7.1
"Maîtres fous, Les",🎉989,🎉840,Jean Rouch,[疯癫大师 Les Maîtres fous](https://movie.douban.com/subject/1437398/),🌟7.9,让·鲁什 / 纪录片 / 短片 / 法国 / 2004,1955,France,Documentary-Short,[The Mad Masters](https://www.imdb.com/title/tt0048363/),🌟6.6
Mildred Pierce,🎉990,🎉961,Michael Curtiz,[欲海情魔 Mildred Pierce](https://movie.douban.com/subject/1297227/),🌟7.7,迈克尔·柯蒂兹 / 琼·克劳馥 / 杰克·卡森 / 扎查瑞·斯考特 / 剧情 / 黑色电影 / 悬疑 / 爱情 / 美国 / 1945,1945,USA,Drama,[Mildred Pierce](https://www.imdb.com/title/tt0037913/),🌟7.9
Lady Windermere's Fan,🎉991,🎉1146,Ernst Lubitsch,[少奶奶的扇子 Lady Windermere's Fan](https://movie.douban.com/subject/1298379/),🌟8.0,恩斯特·刘别谦 / 罗纳德·考尔曼 / 梅·麦卡沃伊 / Bert Lytell / 喜剧 / 剧情 / 美国 / 1925,1925,USA,Comedy-Drama,[Lady Windermere's Fan](https://www.imdb.com/title/tt0016004/),🌟7.2
"Sang des bêtes, Le",🎉992,🎉809,Georges Franju,[动物之血 Le Sang des bêtes](https://movie.douban.com/subject/1418245/),🌟8.3,Georges Franju / Georges Hubert / 妮可·拉德米拉尔 / 纪录片 / 短片 / 剧情 / 法国 / 1949,1949,France,Short-Documentary,[Blood of the Beasts](https://www.imdb.com/title/tt0041842/),🌟7.7
"Naked Kiss, The",🎉993,🎉1302,Samuel Fuller,[裸吻 The Naked Kiss](https://movie.douban.com/subject/1294823/),🌟7.3,塞缪尔·富勒 / 康斯坦丝·陶尔斯 / 安东尼·埃斯列 / 迈克尔·丹蒂 / 剧情 / 犯罪 / 惊悚 / 黑色电影 / 美国 / 1964,1964,USA,Drama-Crime,[The Naked Kiss](https://www.imdb.com/title/tt0058390/),🌟7.2
"Straight Story, The",🎉994,🎉973,David Lynch,[史崔特先生的故事 The Straight Story](https://movie.douban.com/subject/1298506/),🌟8.6,大卫·林奇 / 茜茜·斯派塞克 / Jane Galloway Heitz / Joseph A. Carpenter / 剧情 / 传记 / 法国/英国/美国 / 1999,1999,USA-France-UK,Drama,[The Straight Story](https://www.imdb.com/title/tt0166896/),🌟8
Floating Weeds,🎉995,🎉994,Yasujiro Ozu,[浮草](https://movie.douban.com/subject/1297841/),🌟8.6,小津安二郎 / 中村雁治郎 / 京町子 / 若尾文子 / 剧情 / 日本 / 1959,1959,Japan,Drama,[Floating Weeds](https://www.imdb.com/title/tt0053390/),🌟7.9
