Title 电影,Rank 排名,Rank-2022,Director 导演,豆瓣电影,豆瓣打分,豆瓣信息,Year 年份,Region 地区,Genre 类型,IMDb Movie,IMDb Score
"Birth of a Nation, The",🎉389,🎉317,D.W. Griffith,[一个国家的诞生 The Birth of a Nation](https://movie.douban.com/subject/1300306/),🌟7.9,大卫·格里菲斯 / 丽莲·吉许 / 梅·马什 / 亨利·B·沃斯奥 / 剧情 / 历史 / 爱情 / 战争 / 西部 / 美国 / 1915,1915,USA,War-History-Drama,[The Birth of a Nation](https://www.imdb.com/title/tt0004972/),🌟6.2
It Happened One Night,🎉390,🎉340,Frank Capra,[一夜风流 It Happened One Night](https://movie.douban.com/subject/1295684/),🌟8.8,弗兰克·卡普拉 / 克拉克·盖博 / 克劳黛·考尔白 / 沃尔特·康诺利 / 喜剧 / 爱情 / 美国 / 1934,1934,USA,Romance-Comedy,[It Happened One Night](https://www.imdb.com/title/tt0025316/),🌟8.1
Limite,🎉391,🎉482,Mario Peixoto,[界限 Limite](https://movie.douban.com/subject/1925767/),🌟7.6,马里奥·皮索托 / Iolanda Bernardes / Edgar Brasil / 马里奥·皮索托 / 剧情 / 巴西 / 1931,1931,Brazil,Drama,[Limit](https://www.imdb.com/title/tt0022080/),🌟7.1
"Flowers of St. Francis, The",🎉392,🎉427,Roberto Rossellini,"[圣弗朗西斯之花 Francesco, giullare di Dio](https://movie.douban.com/subject/1303580/)",🌟7.9,罗伯托·罗西里尼 / 阿尔多·法布里齐 / 詹弗兰科·贝利尼 / 佩帕罗洛 / 剧情 / 传记 / 历史 / 意大利 / 1950,1950,Italy,Religious-Drama,[The Flowers of St. Francis](https://www.imdb.com/title/tt0042477/),🌟7.3
Crimes and Misdemeanors,🎉393,🎉307,Woody Allen,[罪与错 Crimes and Misdemeanors](https://movie.douban.com/subject/1292536/),🌟8.0,伍迪·艾伦 / 比尔·伯恩斯坦 / 马丁·兰道 / 克莱尔·布鲁姆 / 喜剧 / 剧情 / 美国 / 1989,1989,USA,Drama-Comedy,[Crimes and Misdemeanors](https://www.imdb.com/title/tt0097123/),🌟7.8
"Tenant, The",🎉394,🎉366,Roman Polanski,[怪房客 Le locataire](https://movie.douban.com/subject/1297399/),🌟7.9,罗曼·波兰斯基 / 罗曼·波兰斯基 / 伊莎贝尔·阿佳妮 / 茂文·道格拉斯 / 剧情 / 惊悚 / 法国 / 1976,1976,France,Drama-Thriller,[The Tenant](https://www.imdb.com/title/tt0074811/),🌟7.6
Aliens,🎉395,🎉328,James Cameron,[异形2 Aliens](https://movie.douban.com/subject/1293792/),🌟8.1,詹姆斯·卡梅隆 / 西格妮·韦弗 / 凯莉·赫恩 / 迈克尔·比恩 / 动作 / 科幻 / 惊悚 / 冒险 / 美国 / 1986,1986,USA,Science Fiction-Horror-Action,[Aliens](https://www.imdb.com/title/tt0090605/),🌟8.4
Miracle in Milan,🎉396,🎉468,Vittorio De Sica,[米兰的奇迹 Miracolo a Milano](https://movie.douban.com/subject/1303578/),🌟7.9,维托里奥·德西卡 / 埃玛·格拉马蒂卡 / Francesco Golisano / 保罗·斯托帕 / 剧情 / 奇幻 / 喜剧 / 意大利 / 1951,1951,Italy,Fantasy-Drama-Comedy,[Miracle in Milan](https://www.imdb.com/title/tt0043809/),🌟7.6
"I Was Born, But...",🎉397,🎉358,Yasujiro Ozu,[我出生了，但…… 大人の見る絵本 生れてはみたけれど](https://movie.douban.com/subject/1299360/),🌟8.7,小津安二郎 / 斋藤达雄 / 青木富夫 / 吉川满子 / 喜剧 / 剧情 / 日本 / 1932,1932,Japan,Drama-Comedy,"[I Was Born, But...](https://www.imdb.com/title/tt0023634/)",🌟7.9
Stranger Than Paradise,🎉398,🎉324,Jim Jarmusch,[天堂陌影 Stranger Than Paradise](https://movie.douban.com/subject/1303723/),🌟8.5,吉姆·贾木许 / 约翰·劳瑞 / 伊斯特·伯林特 / 理查德·埃德森 / 剧情 / 喜剧 / 美国/西德 / 1984,1984,USA-West Germany,Comedy-Drama,[Stranger Than Paradise](https://www.imdb.com/title/tt0088184/),🌟7.4
Orpheus,🎉399,🎉367,Jean Cocteau,[奥菲斯 Orphée](https://movie.douban.com/subject/1436764/),🌟8.3,让·科克托 / 让·马莱 / 弗朗索瓦·佩里埃 / 玛丽亚·卡萨雷斯 / 奇幻 / 剧情 / 爱情 / 法国 / 1950,1950,France,Romance-Fantasy-Drama,[Orpheus](https://www.imdb.com/title/tt0041719/),🌟7.9
1900,🎉400,🎉389,Bernardo Bertolucci,[一九零零 Novecento](https://movie.douban.com/subject/1300956/),🌟8.7,贝纳尔多·贝托鲁奇 / 罗伯特·德尼罗 / 热拉尔·德帕迪约 / 多米妮克·桑达 / 剧情 / 历史 / 爱情 / 战争 / 意大利/法国/西德 / 1976,1976,Italy-France-West Germany,Political-Drama-History,[1900](https://www.imdb.com/title/tt0074084/),🌟7.7
This is Spinal Tap,🎉401,🎉300,Rob Reiner,[摇滚万万岁 This Is Spinal Tap](https://movie.douban.com/subject/1293095/),🌟7.4,罗伯·莱纳 / 罗伯·莱纳 / 迈克尔·麦基恩 / 克里斯托弗·格斯特 / 喜剧 / 音乐 / 美国 / 1984,1984,USA,Comedy-Music,[This Is Spinal Tap](https://www.imdb.com/title/tt0088258/),🌟7.9
Dawn of the Dead,🎉402,🎉314,George A. Romero,[活死人黎明 Dawn of the Dead](https://movie.douban.com/subject/1295578/),🌟7.3,乔治·A·罗梅罗 / David Emge / 肯·佛瑞 / 斯科特·H·雷宁格 / 动作 / 恐怖 / 意大利/美国 / 1978,1978,USA,Horror-Action,[Dawn of the Dead](https://www.imdb.com/title/tt0077402/),🌟7.8
"Silence of the Lambs, The",🎉403,🎉329,Jonathan Demme,[沉默的羔羊 The Silence of the Lambs](https://movie.douban.com/subject/1293544/),🌟8.9,乔纳森·戴米 / 朱迪·福斯特 / 安东尼·霍普金斯 / 斯科特·格伦 / 剧情 / 犯罪 / 惊悚 / 美国 / 1991,1991,USA,Crime-Drama-Thriller,[The Silence of the Lambs](https://www.imdb.com/title/tt0102926/),🌟8.6
Salvatore Giuliano,🎉404,🎉381,Francesco Rosi,[龙头之死 Salvatore Giuliano](https://movie.douban.com/subject/1401612/),🌟7.6,弗朗西斯科·罗西 / 萨尔沃·兰多纳 / 弗兰克·沃尔夫 / 犯罪 / 剧情 / 历史 / 悬疑 / 战争 / 意大利 / 1962,1962,Italy,Drama-Crime-History,[Salvatore Giuliano](https://www.imdb.com/title/tt0055399/),🌟7.3
Eyes Without a Face,🎉405,🎉319,Georges Franju,[没有面孔的眼睛 Les yeux sans visage](https://movie.douban.com/subject/1297735/),🌟7.5,乔治·弗朗叙 / 皮埃尔·布拉瑟 / 爱迪丝·斯考博 / 阿莉达·瓦利 / 剧情 / 恐怖 / 法国/意大利 / 1960,1960,France-Italy,Horror-Drama-Thriller,[Eyes Without a Face](https://www.imdb.com/title/tt0053459/),🌟7.6
Day for Night,🎉406,🎉416,François Truffaut,[日以作夜 La nuit américaine](https://movie.douban.com/subject/1293299/),🌟8.4,弗朗索瓦·特吕弗 / 杰奎琳·比塞特 / 瓦伦蒂娜·格特斯 / 达尼 / 喜剧 / 剧情 / 爱情 / 法国/意大利 / 1973,1973,France,Drama-Comedy,[Day for Night](https://www.imdb.com/title/tt0070460/),🌟8
"Awful Truth, The",🎉407,🎉429,Leo McCarey,[春闺风月 The Awful Truth](https://movie.douban.com/subject/1297918/),🌟7.6,莱奥·麦卡雷 / 艾琳·邓恩 / 加里·格兰特 / 拉尔夫·贝拉米 / 喜剧 / 爱情 / 美国 / 1937,1937,USA,Romance-Comedy,[The Awful Truth](https://www.imdb.com/title/tt0028597/),🌟7.7
"Thin Blue Line, The",🎉408,🎉260,Errol Morris,[细细的蓝线 The Thin Blue Line](https://movie.douban.com/subject/1296388/),🌟8.1,埃罗尔·莫里斯 / Randall Adams / 戴维·雷·哈里斯 / Gus Rose / 纪录片 / 美国 / 1988,1988,USA,Documentary-Crime,[The Thin Blue Line](https://www.imdb.com/title/tt0096257/),🌟8
Suspiria,🎉409,🎉359,Dario Argento,[阴风阵阵 Suspiria](https://movie.douban.com/subject/1296332/),🌟7.6,达里奥·阿基多 / 杰西卡·哈珀 / 斯蒂芬妮娅·卡西尼 / 弗拉维奥·布奇 / 恐怖 / 意大利 / 1977,1977,Italy,Horror,[Suspiria](https://www.imdb.com/title/tt0076786/),🌟7.3
"Headless Woman, The",🎉410,🎉689,Lucrecia Martel,[无头的女人 La mujer sin cabeza](https://movie.douban.com/subject/3047620/),🌟7.2,卢奎西亚·马特尔 / 玛莉亚·奥内托 / Claudia Cantero / 伊娜丝·艾芙隆 / 剧情 / 悬疑 / 惊悚 / 阿根廷/法国/意大利/西班牙 / 2008,2008,Argentina-Spain-France-Italy,Drama-Mystery-Thriller,[The Headless Woman](https://www.imdb.com/title/tt1221141/),🌟6.6
Opening Night,🎉411,🎉458,John Cassavetes,[首演之夜 Opening Night](https://movie.douban.com/subject/1292768/),🌟8.4,约翰·卡萨维蒂 / 吉娜·罗兰兹 / 约翰·卡萨维蒂 / 本·戈扎那 / 剧情 / 美国 / 1977,1977,USA,Drama,[Opening Night](https://www.imdb.com/title/tt0079672/),🌟7.9
Snow White and the Seven Dwarfs,🎉412,🎉303,David Hand,[白雪公主和七个小矮人 Snow White and the Seven Dwarfs](https://movie.douban.com/subject/1297756/),🌟8.4,威廉·科特雷尔 / 戴维·汉德 / 威尔弗雷德·杰克逊 / 拉里·莫里 / 佩斯·皮尔斯 / 宾·沙普斯坦 / 阿德里亚娜·卡塞洛蒂 / 哈利·斯托克维尔 / 罗伊·阿特威尔 / 爱情 / 动画 / 奇幻 / 歌舞 / 美国 / 1937,1937,USA,Animated-Family-Fantasy,[Snow White and the Seven Dwarfs](https://www.imdb.com/title/tt0029583/),🌟7.6
"Plaisir, Le",🎉413,🎉348,Max Ophüls,[欢愉 Le plaisir](https://movie.douban.com/subject/1848300/),🌟8.2,马克斯·奥菲尔斯 / 克洛德·多芬 / 加比·莫尔莱 / 马德莱娜·雷诺 / 喜剧 / 剧情 / 法国 / 1952,1952,France,Romance-Drama,[Le Plaisir](https://www.imdb.com/title/tt0045034/),🌟7.6
Woman in the Dunes,🎉414,🎉383,Hiroshi Teshigahara,[砂之女 砂の女](https://movie.douban.com/subject/1295812/),🌟8.6,敕使河原宏 / 冈田英次 / 岸田今日子 / 三井弘次 / 剧情 / 日本 / 1964,1964,Japan,Drama,[Woman in the Dunes](https://www.imdb.com/title/tt0058625/),🌟8.5
Safe,🎉415,🎉408,Todd Haynes,[安然无恙 Safe](https://movie.douban.com/subject/1308422/),🌟7.2,托德·海因斯 / 朱丽安·摩尔 / 山德·贝克利 / 迪恩·诺里斯 / 剧情 / 英国/美国 / 1995,1995,USA,Drama,[Safe](https://www.imdb.com/title/tt0114323/),🌟7.1
Dogville,🎉416,🎉362,Lars von Trier,[狗镇 Dogville](https://movie.douban.com/subject/1298759/),🌟8.4,拉斯·冯·提尔 / 妮可·基德曼 / 哈里特·安德森 / 劳伦·白考尔 / 剧情 / 悬疑 / 惊悚 / 丹麦/瑞典/挪威/芬兰/英国/法国/德国/荷兰/意大利 / 2003,2003,Denmark-Sweden-France-UK-Germany-Finland-Italy-Netherlands-Norway,Drama,[Dogville](https://www.imdb.com/title/tt0276919/),🌟8
Europa '51,🎉417,🎉681,Roberto Rossellini,[一九五一年的欧洲 Europa '51](https://movie.douban.com/subject/1293321/),🌟8.0,罗伯托·罗西里尼 / 英格丽·褒曼 / 亚历山大·诺克斯 / 埃托雷贾尼尼 / 剧情 / 意大利 / 1952,1952,Italy,Drama,[Europe '51](https://www.imdb.com/title/tt0043511/),🌟7.4
Days of Being Wild,🎉418,🎉349,Wong Kar-wai,[阿飞正传 阿飛正傳](https://movie.douban.com/subject/1305690/),🌟8.5,王家卫 / 张国荣 / 张曼玉 / 刘嘉玲 / 犯罪 / 剧情 / 爱情 / 中国香港 / 1990,1990,Hong Kong,Drama,[Days of Being Wild](https://www.imdb.com/title/tt0101258/),🌟7.4
Fantasia,🎉419,🎉462,Various Directors,[幻想曲 Fantasia](https://movie.douban.com/subject/1310179/),🌟8.9,詹姆斯·阿尔格 / 福特·毕比 / Samuel Armstrong / Norman Ferguson / Jim Handley / T. Hee / Wilfred Jackson / Hamilton Luske / Bill Roberts / 保罗·萨特菲尔德 / 宾·沙普斯坦 / 华特·迪士尼 / 列奥波德·斯托科夫斯基 / Deems Taylor / 动画 / 奇幻 / 音乐 / 美国 / 1940,1940,USA,Fantasy-Family-Animated,[Fantasia](https://www.imdb.com/title/tt0032455/),🌟7.7
Chelsea Girls,🎉420,🎉497,Andy Warhol,[雀西女郎 Chelsea Girls](https://movie.douban.com/subject/1300464/),🌟6.6,安迪·沃霍尔 / 保罗·莫里西 / 布丽吉德·柏林 / Randy Borscheidt / Dorothy Dean / 剧情 / 美国 / 1966,1966,USA,Drama-Avant-Garde,[Chelsea Girls](https://www.imdb.com/title/tt0061465/),🌟5.7
Festen,🎉421,🎉418,Thomas Vinterberg,[家宴 Festen](https://movie.douban.com/subject/1292908/),🌟8.4,托马斯·温特伯格 / 乌尔里奇·汤姆森 / 赫宁·莫里岑 / 托玛斯·博·拉森 / 剧情 / 丹麦/瑞典 / 1998,1998,Denmark,Drama,[The Celebration](https://www.imdb.com/title/tt0154420/),🌟8.1
Flowers of Shanghai,🎉422,🎉464,Hou Hsiao-hsien,[海上花](https://movie.douban.com/subject/1303451/),🌟8.2,侯孝贤 / 梁朝伟 / 羽田美智子 / 刘嘉玲 / 剧情 / 中国台湾/日本 / 1998,1998,Taiwan,Drama,[Flowers of Shanghai](https://www.imdb.com/title/tt0156587/),🌟7.3
Winter Light,🎉423,🎉529,Ingmar Bergman,[冬日之光 Nattvardsgästerna](https://movie.douban.com/subject/1296792/),🌟8.3,英格玛·伯格曼 / 古纳尔·布约恩施特兰德 / 马克斯·冯·叙多夫 / 英格丽·图林 / 剧情 / 瑞典 / 1963,1962,Sweden,Religious-Drama,[Winter Light](https://www.imdb.com/title/tt0057358/),🌟8
Splendor in the Grass,🎉424,🎉475,Elia Kazan,[天涯何处觅知音 Splendor in the Grass](https://movie.douban.com/subject/1294005/),🌟8.0,伊利亚·卡赞 / 沃伦·比蒂 / 娜塔莉·伍德 / 奥黛丽·克里斯蒂 / 剧情 / 爱情 / 美国 / 1961,1961,USA,Drama-Romance,[Splendor in the Grass](https://www.imdb.com/title/tt0055471/),🌟7.7
"Crime of Monsieur Lange, The",🎉425,🎉415,Jean Renoir,[兰基先生的罪行 Le Crime de Monsieur Lange](https://movie.douban.com/subject/1401616/),🌟7.3,让·雷诺阿 / René Lefèvre / 朱尔·贝里 / 弗洛雷勒 / 喜剧 / 犯罪 / 剧情 / 法国 / 1936,1936,France,Drama-Crime-Comedy,[The Crime of Monsieur Lange](https://www.imdb.com/title/tt0027478/),🌟7.3
French Cancan,🎉426,🎉430,Jean Renoir,[法国康康舞 French Cancan](https://movie.douban.com/subject/1293074/),🌟7.5,让·雷诺阿 / 让·迦本 / 弗朗索瓦·阿努尔 / 玛丽亚·费力克斯 / 喜剧 / 歌舞 / 剧情 / 爱情 / 法国/意大利 / 1955,1955,France-Italy,Musical-Drama-Comedy,[French Cancan](https://www.imdb.com/title/tt0046998/),🌟7.3
"Angel at My Table, An",🎉427,🎉593,Jane Campion,[天使与我同桌 An Angel at My Table](https://movie.douban.com/subject/1302606/),🌟8.0,简·坎皮恩 / 凯瑞·福克斯 / Alexia Keogh / Karen Fergusson / 传记 / 剧情 / 新西兰/澳大利亚/英国 / 1990,1990,New Zealand-Australia-UK-USA,Drama-Biography,[An Angel at My Table](https://www.imdb.com/title/tt0099040/),🌟7.4
"Wind, The",🎉428,🎉489,Victor Sjöström,[风 The Wind](https://movie.douban.com/subject/1307994/),🌟8.0,维克多·斯约斯特洛姆 / 丽莲·吉许 / 拉尔斯·汉森 / 蒙塔古·洛夫 / 剧情 / 西部 / 美国 / 1928,1928,USA,Drama,[The Wind](https://www.imdb.com/title/tt0019585/),🌟8
"Shawshank Redemption, The",🎉429,🎉449,Frank Darabont,[肖申克的救赎 The Shawshank Redemption](https://movie.douban.com/subject/1292052/),🌟9.7,弗兰克·德拉邦特 / 蒂姆·罗宾斯 / 摩根·弗里曼 / 鲍勃·冈顿 / 犯罪 / 剧情 / 美国 / 1994,1994,USA,Prison-Drama,[The Shawshank Redemption](https://www.imdb.com/title/tt0111161/),🌟9.3
Limelight,🎉430,🎉491,Charles Chaplin,[舞台春秋 Limelight](https://movie.douban.com/subject/1296659/),🌟8.9,查理·卓别林 / 查理·卓别林 / 巴斯特·基顿 / 克莱尔·布鲁姆 / 喜剧 / 剧情 / 音乐 / 爱情 / 美国 / 1952,1952,USA,Drama-Comedy,[Limelight](https://www.imdb.com/title/tt0044837/),🌟8
Holy Motors,🎉431,🎉283,Leos Carax,[神圣车行 Holy Motors](https://movie.douban.com/subject/6875451/),🌟8.0,莱奥·卡拉克斯 / 德尼·拉旺 / 爱迪丝·斯考博 / 凯莉·米洛 / 剧情 / 奇幻 / 法国/德国/比利时 / 2012,2012,France-Germany,Drama-Fantasy,[Holy Motors](https://www.imdb.com/title/tt2076220/),🌟7
Bride of Frankenstein,🎉432,🎉338,James Whale,[科学怪人的新娘 Bride of Frankenstein](https://movie.douban.com/subject/1302012/),🌟7.7,詹姆斯·惠尔 / 波利斯·卡洛夫 / 科林·克利夫 / 瓦莱莉娅·霍布森 / 恐怖 / 科幻 / 美国 / 1935,1935,USA,Horror-Science Fiction,[The Bride of Frankenstein](https://www.imdb.com/title/tt0026138/),🌟7.8
Under the Skin,🎉433,🎉385,Jonathan Glazer,[皮囊之下 Under the Skin](https://movie.douban.com/subject/3749974/),🌟6.3,乔纳森·格雷泽 / 斯嘉丽·约翰逊 / 杰里米·麦克威廉姆斯 / 琳西·泰勒·麦凯 / 科幻 / 恐怖 / 英国/美国/瑞士 / 2013,2013,UK-Switzerland,Drama-Science Fiction-Mystery,[Under the Skin](https://www.imdb.com/title/tt1441395/),🌟6.3
Shoot the Piano Player,🎉434,🎉448,François Truffaut,[射杀钢琴师 Tirez sur le pianiste](https://movie.douban.com/subject/1298095/),🌟7.8,弗朗索瓦·特吕弗 / 查尔·阿兹纳弗 / 玛丽·杜布瓦 / 妮科尔·贝尔热 / 剧情 / 惊悚 / 爱情 / 犯罪 / 法国 / 1960,1960,France,Drama-Crime-Thriller,[Shoot the Piano Player](https://www.imdb.com/title/tt0054389/),🌟7.4
"Trip to the Moon, A",🎉435,🎉392,Georges Méliès,[月球旅行记 Le voyage dans la lune](https://movie.douban.com/subject/1304310/),🌟9.2,乔治·梅里爱 / 弗朗索瓦·拉勒芒 / 朱勒-尤金·乐可利 / 维克多·安德烈 / 喜剧 / 动作 / 科幻 / 奇幻 / 冒险 / 短片 / 法国 / 1902,1902,France,Science Fiction-Short-Adventure,[A Trip to the Moon](https://www.imdb.com/title/tt0000417/),🌟8.2
If….,🎉436,🎉399,Lindsay Anderson,[如果 If....](https://movie.douban.com/subject/1307973/),🌟8.1,林赛·安德森 / 马尔科姆·麦克道威尔 / 大卫·伍德 / 理查德·沃里克 / 剧情 / 英国 / 1968,1968,UK,Drama,[If....](https://www.imdb.com/title/tt0063850/),🌟7.4
Lost in Translation,🎉437,🎉355,Sofia Coppola,[迷失东京 Lost in Translation](https://movie.douban.com/subject/1291835/),🌟7.8,索菲亚·科波拉 / 斯嘉丽·约翰逊 / 比尔·默瑞 / 吉奥瓦尼·瑞比西 / 剧情 / 爱情 / 美国/日本 / 2003,2003,USA-Japan,Romance-Drama-Comedy,[Lost in Translation](https://www.imdb.com/title/tt0335266/),🌟7.7
"Terra trema, La",🎉438,🎉523,Luchino Visconti,[大地在波动 La terra trema](https://movie.douban.com/subject/1294377/),🌟8.1,卢基诺·维斯康蒂 / Antonio Arcidiacono / Giuseppe Arcidiacono / Venera Bonaccorso / 剧情 / 意大利 / 1948,1948,Italy,Drama,[La Terra Trema](https://www.imdb.com/title/tt0040866/),🌟7.8
Listen to Britain,🎉439,🎉370,Humphrey & Stewart McAllister Jennings,[倾听不列颠 Listen to Britain](https://movie.douban.com/subject/1432707/),🌟7.6,亨弗莱·詹宁斯 / 纪录片 / 短片 / 英国 / 1942,1942,UK,Documentary-Short-War,[Listen to Britain](https://www.imdb.com/title/tt0034978/),🌟6.6
Possession,🎉440,🎉608,Andrzej Zulawski,[着魔 Possession](https://movie.douban.com/subject/1297203/),🌟8.0,安德烈·祖拉斯基 / 伊莎贝尔·阿佳妮 / 山姆·尼尔 / 玛吉特·卡斯滕森 / 剧情 / 恐怖 / 法国/西德 / 1981,1981,France-West Germany,Drama-Horror,[Possession](https://www.imdb.com/title/tt0082933/),🌟7.3
"Innocents, The",🎉441,🎉341,Jack Clayton,[无辜的人 The Innocents](https://movie.douban.com/subject/1294825/),🌟7.9,杰克·克莱顿 / 黛博拉·蔻儿 / 彼得·温贾德 / 梅格斯·詹金斯 / 恐怖 / 惊悚 / 英国 / 1961,1961,UK,Horror-Thriller,[The Innocents](https://www.imdb.com/title/tt0055018/),🌟7.8
Shadows of Our Forgotten Ancestors,🎉442,🎉422,Sergei Parajanov,[被遗忘的祖先的阴影 Тіні забутих предків](https://movie.douban.com/subject/1440106/),🌟8.5,谢尔盖·帕拉杰诺夫 / Ivan Mikolajchuk / Larisa Kadochnikova / Tatyana Bestayeva / 剧情 / 历史 / 爱情 / 苏联 / 1964,1964,USSR,Romance-Drama-History,[Shadows of Forgotten Ancestors](https://www.imdb.com/title/tt0058642/),🌟7.8
Scenes from a Marriage,🎉443,🎉457,Ingmar Bergman,[婚姻生活 Scener ur ett äktenskap](https://movie.douban.com/subject/1292981/),🌟9.0,英格玛·伯格曼 / 丽芙·乌曼 / 厄兰·约瑟夫森 / 古内尔·林德布洛姆 / 剧情 / 爱情 / 瑞典 / 1973,1973,Sweden,Drama,[Scenes from a Marriage](https://www.imdb.com/title/tt6725014/),🌟8.3
Twenty Years Later,🎉444,🎉653,Eduardo Coutinho,[二十年后 Cabra Marcado Para Morrer](https://movie.douban.com/subject/1925768/),🌟7.6,爱德华多·库蒂尼奥 / 爱德华多·库蒂尼奥 / Tite de Lemos / Ferreira Gullar / 纪录片 / 巴西 / 1984,1984,Brazil,Documentary,[Twenty Years Later](https://www.imdb.com/title/tt0134402/),🌟8.3
Ivan's Childhood,🎉445,🎉443,Andrei Tarkovsky,[伊万的童年 Иваново детство](https://movie.douban.com/subject/1294421/),🌟8.8,安德烈·塔可夫斯基 / 爱德华·阿巴洛夫 / 尼古拉·布尔里亚耶夫 / 瓦连京·祖布科夫 / 叶甫盖尼·扎里科夫 / 剧情 / 战争 / 苏联 / 1962,1962,USSR,War-Drama,[Ivan's Childhood](https://www.imdb.com/title/tt0056111/),🌟8
"Scarlet Empress, The",🎉446,🎉474,Josef von Sternberg,[放荡的女皇 The Scarlet Empress](https://movie.douban.com/subject/1298465/),🌟7.1,约瑟夫·冯·斯登堡 / 玛琳·黛德丽 / 约翰·洛基 / 山姆·谢斐 / 剧情 / 历史 / 爱情 / 美国 / 1934,1934,USA,History-Drama-Biography,[The Scarlet Empress](https://www.imdb.com/title/tt0025746/),🌟7.5
In Vanda's Room,🎉447,🎉576,Pedro Costa,[旺妲的房间 No Quarto da Vanda](https://movie.douban.com/subject/1829859/),🌟7.8,佩德罗·科斯塔 / Vanda Duarte / Lena Duarte / Zita Duarte / 剧情 / 纪录片 / 葡萄牙/德国/瑞士 / 2000,2000,Portugal-Germany-Switzerland-Italy,Drama,[In Vanda's Room](https://www.imdb.com/title/tt0139500/),🌟7
"Star is Born, A",🎉448,🎉412,George Cukor,[一个明星的诞生 A Star Is Born](https://movie.douban.com/subject/1295619/),🌟7.7,乔治·库克 / 朱迪·加兰 / 詹姆斯·梅森 / 杰克·卡森 / 剧情 / 爱情 / 歌舞 / 美国 / 1954,1954,USA,Musical-Drama,[A Star Is Born](https://www.imdb.com/title/tt0047522/),🌟7.5
"Bonheur, Le",🎉449,🎉813,Agnès Varda,[幸福 Le bonheur](https://movie.douban.com/subject/1483516/),🌟8.3,阿涅斯·瓦尔达 / 让-克洛德·德鲁奥 / 玛丽-弗朗斯·布瓦耶 / 马克·埃罗 / 剧情 / 爱情 / 法国 / 1965,1965,France,Drama,[Le Bonheur](https://www.imdb.com/title/tt0058985/),🌟7.6
"Région centrale, La",🎉450,🎉566,Michael Snow,[中部地区 La région centrale](https://movie.douban.com/subject/1758347/),🌟7.9,迈克尔·斯诺 / 纪录片 / 加拿大 / 1971,1971,Canada,Avant-Garde-Documentary,[The Central Region](https://www.imdb.com/title/tt0130232/),🌟6.3
Accattone,🎉451,🎉398,Pier Paolo Pasolini,[乞丐 Accattone](https://movie.douban.com/subject/1437013/),🌟8.3,皮埃尔·保罗·帕索里尼 / 弗兰科·奇蒂 / 弗兰卡·帕苏特 / 西尔瓦纳·科尔西尼 / 剧情 / 意大利 / 1961,1961,Italy,Drama,[Accattone](https://www.imdb.com/title/tt0054599/),🌟7.6
"Long Goodbye, The",🎉452,🎉409,Robert Altman,[漫长的告别 The Long Goodbye](https://movie.douban.com/subject/1299236/),🌟7.5,罗伯特·奥特曼 / 埃利奥特·古尔德 / 妮娜·范·帕朗特 / 斯特林·海登 / 犯罪 / 剧情 / 惊悚 / 悬疑 / 美国 / 1973,1973,USA,Drama-Crime,[The Long Goodbye](https://www.imdb.com/title/tt0070334/),🌟7.5
"Cameraman, The",🎉453,🎉473,Buster & Edward Sedgwick Keaton,[摄影师 The Cameraman](https://movie.douban.com/subject/1297549/),🌟8.4,爱德华·塞奇威克 / 巴斯特·基顿 / 巴斯特·基顿 / 玛赛莲·黛 / 哈罗德·古德温 / 剧情 / 喜剧 / 爱情 / 家庭 / 美国 / 1928,1928,USA,Romance-Comedy,[The Cameraman](https://www.imdb.com/title/tt0018742/),🌟8
Naked,🎉454,🎉469,Mike Leigh,[赤裸裸 Naked](https://movie.douban.com/subject/1299077/),🌟7.8,迈克·李 / 大卫·休里斯 / 莱斯利·夏普 / 凯特琳·卡特利吉 / 剧情 / 英国 / 1993,1993,UK,Drama,[Naked](https://www.imdb.com/title/tt0107653/),🌟7.7
October,🎉455,🎉413,Sergei & Grigori Aleksandrov Eisenstein,[十月 Октябрь](https://movie.douban.com/subject/1297024/),🌟8.0,格里高利·亚历山德罗夫 / 谢尔盖·爱森斯坦 / Nikolay Popov / Vasili Nikandrov / Layaschenko / 剧情 / 历史 / 苏联 / 1928,1928,USSR,History-Drama,[October (Ten Days that Shook the World)](https://www.imdb.com/title/tt0018217/),🌟7.4
Songs from the Second Floor,🎉456,🎉518,Roy Andersson,[二楼传来的歌声 Sånger från andra våningen](https://movie.douban.com/subject/1295877/),🌟8.2,罗伊·安德森 / 拉斯·诺德 / 本基特·卡尔森 / Stefan Larsson / 喜剧 / 剧情 / 丹麦/挪威/瑞典 / 2000,2000,Sweden-Norway-Denmark-France,Comedy-Drama,[Songs from the Second Floor](https://www.imdb.com/title/tt0120263/),🌟7.5
Barren Lives,🎉457,🎉406,Nelson Pereira dos Santos,[艰辛岁月 Vidas Secas](https://movie.douban.com/subject/1785241/),🌟7.6,内尔森·帕雷拉·德桑托斯 / Átila Iório / 玛利亚·瑞贝罗 / Orlando Macedo / 剧情 / 巴西 / 1967,1963,Brazil,Drama,[Barren Lives](https://www.imdb.com/title/tt0057654/),🌟7.5
